nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-01 05:40:00",1210,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-01 05:30:00",2540,"Status : Siaga 2"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-01 05:40:00",1030,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-02-28 15:00:00",4690,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-01 05:40:00",1150,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-01 05:40:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-01 05:30:00",1810,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-01 05:05:23",2000,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-01 05:40:00",1770,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-03-01 05:40:00",2930,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-01 05:40:00",2120,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-01 06:10:00",510,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-01 06:10:00",470,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-01 06:10:00",1060,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-01 06:10:00",7900,"Status : Siaga 3"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-01 06:10:00",1120,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-01 06:10:00",150,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-01 06:10:00",4460,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-01 06:10:00",1770,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-01 06:10:00",1540,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-01 06:10:00",-1930,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-01 06:10:00",1170,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-01 06:10:00",2580,"Status : Siaga 2"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-01 06:10:00",1030,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-02-28 15:00:00",4690,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-01 06:10:00",1090,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-01 06:10:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-01 06:10:00",1810,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-01 05:05:23",2000,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-01 06:10:00",1780,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-03-01 06:10:00",2950,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-01 06:10:00",2070,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-01 06:40:00",500,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-01 06:40:00",470,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-01 06:40:00",1090,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-01 06:40:00",7930,"Status : Siaga 3"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-01 06:40:00",1090,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-01 06:40:00",150,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-01 06:40:00",4530,"Status : Siaga 3"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-01 06:40:00",1790,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-01 06:40:00",1530,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-01 06:40:00",-1830,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-01 06:40:00",1150,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-01 06:40:00",2600,"Status : Siaga 2"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-01 06:40:00",1030,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-02-28 15:00:00",4690,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-01 06:40:00",1050,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-01 06:40:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-01 06:40:00",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-01 06:02:40",2200,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-01 06:30:00",1780,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-03-01 06:40:00",3270,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-01 06:40:00",2010,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-01 07:10:00",590,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-01 07:10:00",470,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-01 07:10:00",1060,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-01 07:10:00",7960,"Status : Siaga 3"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-01 07:10:00",1060,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-01 07:10:00",150,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-01 07:10:00",4560,"Status : Siaga 3"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-01 07:10:00",1790,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-01 07:10:00",1590,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-01 07:10:00",-1930,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-01 07:10:00",1140,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-01 07:10:00",2610,"Status : Siaga 2"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-01 07:10:00",1030,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-02-28 15:00:00",4690,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-01 07:10:00",1050,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-01 07:10:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-01 07:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-01 06:02:40",2200,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-01 07:00:00",1790,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-03-01 07:10:00",2780,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-01 07:10:00",1970,"Status : Normal"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-01 07:40:00",450,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-01 07:40:00",460,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-01 07:40:00",1090,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-01 07:40:00",7960,"Status : Siaga 3"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-01 07:40:00",1010,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-01 07:40:00",150,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-01 07:40:00",4600,"Status : Siaga 3"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-01 07:40:00",1790,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-01 07:30:00",1550,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-01 07:40:00",-1870,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-01 07:40:00",1100,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-01 07:40:00",2610,"Status : Siaga 2"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-01 07:40:00",1030,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-02-28 15:00:00",4690,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-01 07:40:00",1050,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-01 07:40:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-01 07:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-01 07:00:48",2200,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-01 07:40:00",1800,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-03-01 07:40:00",3210,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-01 07:40:00",1960,"Status : Normal"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-01 08:10:00",580,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-01 08:10:00",450,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-01 08:10:00",1100,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-01 08:10:00",7960,"Status : Siaga 3"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-01 08:10:00",970,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-01 08:10:00",140,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-01 08:10:00",4630,"Status : Siaga 3"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-01 08:10:00",1780,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-01 08:10:00",1550,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-01 08:10:00",-1900,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-01 08:10:00",1060,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-01 08:10:00",2610,"Status : Siaga 2"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-01 08:10:00",1030,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-02-28 15:00:00",4690,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-01 08:10:00",1030,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-01 08:10:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-01 08:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-01 07:00:48",2200,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-01 08:10:00",1810,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-03-01 08:10:00",3230,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-01 08:10:00",1910,"Status : Normal"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-01 08:40:00",460,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-01 08:40:00",440,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-01 08:40:00",1060,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-01 08:40:00",7930,"Status : Siaga 3"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-01 08:40:00",930,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-01 08:40:00",140,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-01 08:40:00",4650,"Status : Siaga 3"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-01 08:40:00",1760,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-01 08:40:00",1510,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-01 08:40:00",-1920,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-01 08:40:00",1050,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-01 08:40:00",2610,"Status : Siaga 2"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-01 08:40:00",1030,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-02-28 15:00:00",4690,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-01 08:40:00",1020,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-01 08:40:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-01 08:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-01 08:00:03",2200,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-01 08:40:00",1810,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-03-01 08:30:00",2890,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-01 08:40:00",1900,"Status : Normal"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-01 09:10:00",520,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-01 09:10:00",440,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-01 09:10:00",1120,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-01 09:10:00",7900,"Status : Siaga 3"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-01 09:10:00",870,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-01 09:10:00",150,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-01 09:10:00",4650,"Status : Siaga 3"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-01 09:10:00",1740,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-01 09:10:00",1460,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-01 09:10:00",-1930,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-01 09:10:00",1000,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-01 09:10:00",2590,"Status : Siaga 2"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-01 09:10:00",1030,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-02-28 15:00:00",4690,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-01 09:10:00",1020,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-01 09:50:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-01 09:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-01 08:00:03",2200,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-01 09:10:00",1800,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-03-01 09:10:00",3250,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-01 09:00:00",1890,"Status : Normal"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-01 09:40:00",530,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-01 09:40:00",440,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-01 09:40:00",1080,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-01 09:40:00",7840,"Status : Siaga 3"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-01 09:40:00",820,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-01 09:40:00",150,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-01 09:40:00",4640,"Status : Siaga 3"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-01 09:40:00",1730,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-01 09:40:00",1510,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-01 09:40:00",-1930,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-01 09:40:00",960,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-01 09:40:00",2570,"Status : Siaga 2"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-01 09:40:00",1030,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-02-28 15:00:00",4690,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-01 09:40:00",1050,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-01 09:50:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-01 09:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-01 09:00:02",2250,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-01 09:40:00",1790,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-03-01 09:40:00",3210,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-01 09:40:00",1880,"Status : Normal"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-01 10:10:00",490,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-01 10:10:00",430,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-01 10:10:00",1060,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-01 10:10:00",7790,"Status : Siaga 3"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-01 10:10:00",760,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-01 10:10:00",150,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-01 10:10:00",4650,"Status : Siaga 3"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-01 10:10:00",1690,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-01 10:10:00",1450,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-01 10:10:00",-1930,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-01 10:10:00",970,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-01 10:10:00",2550,"Status : Siaga 2"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-01 10:10:00",1030,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-02-28 15:00:00",4690,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-01 10:10:00",1060,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-01 10:10:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-01 10:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-01 09:00:02",2250,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-01 10:10:00",1790,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-03-01 10:10:00",2890,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-01 10:10:00",1870,"Status : Normal"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-01 10:40:00",550,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-01 10:40:00",430,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-01 10:40:00",1080,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-01 10:40:00",7720,"Status : Siaga 3"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-01 10:40:00",720,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-01 10:40:00",150,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-01 10:40:00",4610,"Status : Siaga 3"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-01 10:40:00",1660,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-01 10:40:00",1380,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-01 10:40:00",-1930,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-01 10:40:00",940,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-01 10:40:00",2530,"Status : Siaga 2"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-01 10:40:00",1030,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-02-28 15:00:00",4690,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-01 10:40:00",1030,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-01 10:40:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-01 10:30:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-01 10:00:33",2250,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-01 10:40:00",1770,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-03-01 10:40:00",3060,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-01 10:40:00",1860,"Status : Normal"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-01 11:10:00",410,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-01 11:10:00",420,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-01 11:10:00",1020,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-01 11:10:00",7640,"Status : Siaga 3"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-01 11:10:00",700,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-01 11:10:00",150,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-01 11:10:00",4550,"Status : Siaga 3"
